customerkey,Fullname,age,yearlyincome,numberchildrenathome,englisheducation,englishoccupation,numbercarsowned,City,Gender,MaritalStatus
27304,Alexandra Robinson,54,110000.00,4,Partial College,Professional,3,Roubaix,Female,Single
27305,Terry Nara,59,170000.00,3,Bachelors,Management,3,Peterborough,Male,Married
27306,Tony Black,60,110000.00,4,Partial College,Professional,4,Paris,Male,Single
27307,Andre Prasad,60,120000.00,4,High School,Professional,4,Paderborn,Male,Married
27308,Marie Rana,61,120000.00,4,High School,Professional,4,Billericay,Female,Single
27309,Tony Deng,61,130000.00,4,Partial College,Professional,3,Mühlheim,Male,Married
27310,Isabella Hill,62,80000.00,2,Partial College,Professional,1,Ingolstadt,Female,Married
27311,Jenna Adams,57,80000.00,2,Partial College,Professional,1,Villeneuve-d'Ascq,Female,Married
27312,Sandra Sun,72,110000.00,4,Bachelors,Management,4,Offenbach,Female,Single
27313,Diane Moreno,71,70000.00,1,High School,Professional,3,Versailles,Female,Married
27314,Jarrod Arthur,66,80000.00,0,Bachelors,Management,2,Berlin,Male,Single
27315,James Mitchell,73,100000.00,3,Graduate Degree,Management,4,Saarlouis,Male,Married
27316,Jarrod Malhotra,70,120000.00,5,Bachelors,Management,1,Solingen,Male,Married
27317,Raymond Lopez,70,150000.00,4,Graduate Degree,Management,4,Milton Keynes,Male,Married
27318,James Bryant,58,80000.00,2,Partial College,Professional,1,Paris,Male,Married
27319,Ian Bryant,46,90000.00,1,High School,Professional,2,York,Male,Married
27320,Jose Green,63,70000.00,3,High School,Professional,1,Solingen,Male,Married
27321,Dylan Zhang,64,80000.00,2,Partial College,Professional,2,Saarlouis,Male,Married
27322,Derrick Bradley,52,90000.00,2,Partial College,Professional,1,Paris,Male,Single
27323,Michele Shan,64,80000.00,1,Partial College,Professional,2,Roubaix,Female,Single
27324,Candice Xu,64,80000.00,1,High School,Professional,2,Villeneuve-d'Ascq,Female,Single
27325,Todd Liang,65,100000.00,4,Partial College,Professional,4,Hannover,Male,Married
27326,Ashlee Goel,65,80000.00,2,High School,Professional,2,Tremblay-en-France,Female,Single
27327,Melody Nicholls,61,110000.00,5,Partial College,Management,2,Saarlouis,Female,Single
27328,Edgar Srini,69,80000.00,1,High School,Management,3,Lille,Male,Single
27329,Gloria Vazquez,67,80000.00,1,High School,Management,3,Roncq,Female,Married
27330,Brendan Nara,62,120000.00,5,Partial College,Management,3,Hamburg,Male,Married
27331,Julia Richardson,67,130000.00,5,High School,Management,4,Billericay,Female,Married
27332,Tony Raji,69,90000.00,1,High School,Management,3,Saint Ouen,Male,Married
27333,Kathryn Luo,68,100000.00,4,Partial College,Management,4,Stuttgart,Female,Married
27334,Corey Yuan,70,90000.00,0,Partial High School,Skilled Manual,2,Suresnes,Male,Single
27335,Ricardo Raji,69,90000.00,0,Partial High School,Skilled Manual,2,Tremblay-en-France,Male,Married
27336,George Suri,69,120000.00,5,High School,Management,4,Werne,Male,Single
27337,Julia Hall,69,150000.00,5,Partial High School,Professional,4,Watford,Female,Married
27338,Virginia Lopez,40,70000.00,0,Bachelors,Professional,2,North Sydney,Female,Married
27339,Ann Sai,40,70000.00,0,Bachelors,Professional,2,Silverwater,Female,Single
27340,Francis Carlson,40,80000.00,0,Bachelors,Professional,2,Springwood,Male,Single
27341,Kari Sanz,39,80000.00,0,Bachelors,Professional,2,Lavender Bay,Female,Single
27342,Henry Rana,39,80000.00,0,Bachelors,Professional,2,Melbourne,Male,Married
27343,Dale Nath,36,70000.00,0,Bachelors,Professional,3,Rockhampton,Male,Single
27344,Hector Sanz,42,70000.00,0,Bachelors,Professional,3,Geelong,Male,Single
27345,Darrell Shan,36,80000.00,0,Bachelors,Professional,3,Port Macquarie,Male,Single
27346,Leslie Dominguez,40,90000.00,0,Bachelors,Professional,2,Hawthorne,Female,Single
27347,Jeffery Lin,37,80000.00,0,Bachelors,Professional,3,Hobart,Male,Married
27348,Clayton Zhou,42,90000.00,0,Bachelors,Professional,2,Hawthorne,Male,Married
27349,Sheila Diaz,38,90000.00,0,Bachelors,Professional,3,Sunbury,Female,Married
27350,Arthur Subram,42,90000.00,0,Bachelors,Professional,3,Seaford,Male,Single
27351,Jenny Liang,37,110000.00,5,Partial College,Management,3,Darlinghurst,Female,Married
27352,Douglas Subram,42,110000.00,5,Partial College,Management,3,Findon,Male,Single
27353,Gilbert Andersen,42,110000.00,5,Partial College,Management,3,Hobart,Male,Single
27354,Deanna Patel,36,120000.00,5,Partial High School,Professional,4,Silverwater,Female,Single
27355,Nelson Suarez,43,100000.00,5,High School,Management,2,Sydney,Male,Married
27356,Mayra Lopez,43,120000.00,5,Partial High School,Professional,4,Silverwater,Female,Married
27357,Victor Gutierrez,39,90000.00,0,Bachelors,Professional,3,Geelong,Male,Married
27358,Devon Shen,39,90000.00,0,Bachelors,Professional,3,Hervey Bay,Male,Married
27359,Morgan Davis,38,100000.00,5,High School,Management,3,Warrnambool,Female,Single
27360,Kurt Kumar,46,80000.00,0,Bachelors,Professional,4,Findon,Male,Married
27361,Valerie Yang,45,80000.00,0,Bachelors,Professional,4,Milsons Point,Female,Single
27362,Alex Cooper,44,110000.00,5,Partial College,Management,3,Geelong,Male,Single
27363,Tara Jai,39,110000.00,5,High School,Management,3,Coffs Harbour,Female,Married
27364,Cedric Li,40,90000.00,0,Bachelors,Professional,4,Seaford,Male,Single
27365,Jimmy Jimenez,45,100000.00,5,High School,Management,4,East Brisbane,Male,Single
27366,Bob Alan,39,100000.00,5,High School,Management,4,South Melbourne,Male,Single
27367,Sydney Adams,41,90000.00,0,Bachelors,Professional,4,Hervey Bay,Female,Single
27368,Brandy Gonzalez,46,100000.00,5,Partial High School,Professional,4,Brisbane,Female,Married
27369,Pamela Raman,46,110000.00,5,High School,Management,4,East Brisbane,Female,Married
27370,Stephanie Bell,45,110000.00,5,High School,Management,4,Townsville,Female,Single
27371,Carolyn Srini,44,110000.00,5,Partial High School,Professional,4,Geelong,Female,Single
27372,Andre Sai,69,30000.00,0,High School,Professional,2,Bradenton,Male,Single
27373,Eduardo Rivera,69,30000.00,0,High School,Professional,2,Woodburn,Male,Single
27374,Robert Phillips,57,30000.00,0,High School,Professional,2,Bremerton,Male,Single
27375,Nicole Wilson,63,30000.00,0,High School,Professional,2,Puyallup,Female,Married
27376,Courtney Gonzalez,68,30000.00,0,High School,Professional,2,Marysville,Female,Single
27377,Melanie Alexander,71,30000.00,0,High School,Professional,2,Langford,Female,Single
27378,Samantha Lee,64,30000.00,0,High School,Professional,2,N. Vancouver,Female,Married
27379,Isabel Ross,70,40000.00,0,High School,Professional,2,Imperial Beach,Female,Single
27380,Eric Green,64,40000.00,0,High School,Professional,2,Langford,Male,Single
27381,Miguel Sanz,79,40000.00,0,High School,Professional,2,Burbank,Female,Single
27382,Kaitlin Chapman,80,50000.00,0,Graduate Degree,Management,2,Colma,Female,Single
27383,Jay Hernandez,80,60000.00,0,Graduate Degree,Management,2,Concord,Male,Single
27384,Eric Patterson,79,60000.00,0,Graduate Degree,Management,2,Port Hammond,Male,Married
27385,Jonathon Ramos,72,60000.00,0,Graduate Degree,Management,2,Burbank,Male,Married
27386,James Garcia,77,60000.00,0,Graduate Degree,Management,2,Burlingame,Male,Married
27387,Noah Washington,78,60000.00,0,Graduate Degree,Management,2,Oregon City,Male,Single
27388,Xavier Cox,77,60000.00,0,Bachelors,Management,2,Spokane,Male,Married
27389,Lucas Henderson,76,60000.00,0,Bachelors,Management,2,Woodland Hills,Male,Single
27390,Leah Zeng,76,60000.00,0,Graduate Degree,Management,2,Burien,Female,Single
27391,Logan Young,70,50000.00,0,Bachelors,Management,2,Kirkland,Male,Single
27392,Felicia Romero,76,50000.00,0,Bachelors,Management,2,Bellflower,Female,Married
27393,Sierra Hernandez,74,50000.00,0,Bachelors,Management,2,Cliffside,Female,Married
27394,Kyle Alexander,74,50000.00,0,Bachelors,Management,2,Lebanon,Male,Single
27395,Jenny Lu,69,50000.00,0,Bachelors,Management,2,Beaverton,Female,Single
27396,Adrian Cook,74,60000.00,0,Bachelors,Management,2,Edmonds,Male,Single
27397,Alex James,74,60000.00,0,Bachelors,Management,2,Glendale,Male,Single
27398,Alexis Lee,73,60000.00,0,Bachelors,Management,2,Torrance,Female,Single
27399,Thomas Parker,73,60000.00,0,Bachelors,Management,2,Coronado,Male,Single
27400,Miguel Coleman,74,60000.00,0,Bachelors,Management,2,Westminster,Male,Married
27401,Micah He,72,30000.00,0,Partial High School,Clerical,2,Cliffside,Male,Married
27402,Adam Nelson,67,30000.00,0,Partial High School,Clerical,2,Vancouver,Male,Single
27403,Dylan Coleman,72,30000.00,1,Partial High School,Skilled Manual,2,N. Vancouver,Male,Single
27404,Maria Mitchell,64,40000.00,0,High School,Professional,3,Vancouver,Female,Married
27405,Jackson Shan,70,40000.00,0,High School,Professional,3,San Gabriel,Male,Married
27406,Richard Sanchez,69,70000.00,0,Bachelors,Management,3,Westminster,Male,Single
27407,Faith Griffin,64,70000.00,0,Bachelors,Management,3,Portland,Female,Single
27408,Tabitha Sanchez,70,70000.00,0,Bachelors,Management,3,Concord,Female,Married
27409,Preston Smith,69,40000.00,1,High School,Professional,1,Colma,Male,Married
27410,Brianna Patterson,64,40000.00,1,High School,Professional,2,San Carlos,Female,Single
27411,Mason Bendixen,69,40000.00,1,High School,Professional,2,Corvallis,Male,Single
27412,Miguel Price,69,70000.00,1,Bachelors,Management,1,Imperial Beach,Male,Single
27413,Kaitlyn Reed,69,70000.00,1,Bachelors,Management,1,Langford,Female,Married
27414,Julia Young,69,70000.00,1,Bachelors,Management,1,Shawnee,Female,Married
27415,Trevor Butler,69,40000.00,1,High School,Professional,2,Shawnee,Male,Married
27416,Jeremiah Morris,62,60000.00,1,Partial College,Professional,1,Sedro Woolley,Male,Single
27417,Edwin She,69,60000.00,1,Bachelors,Management,0,Coronado,Male,Married
27418,Mya Coleman,67,70000.00,1,Partial College,Professional,2,Woodland Hills,Female,Single
27419,Rebekah Mehta,67,40000.00,1,High School,Professional,2,Cliffside,Female,Single
27420,Samuel Turner,67,40000.00,1,Partial High School,Skilled Manual,2,Port Hammond,Male,Single
27421,Mindy Chander,61,60000.00,1,Partial College,Professional,2,Braintree,Female,Single
27422,Evan Gonzalez,67,60000.00,1,Partial College,Professional,2,Woodburn,Male,Married
27423,Dakota Butler,67,60000.00,1,Partial College,Professional,0,Coronado,Male,Single
27424,Luis Mitchell,67,60000.00,1,Partial College,Professional,0,La Jolla,Male,Single
27425,Steven Morris,66,60000.00,1,Partial College,Professional,1,Los Angeles,Male,Single
27426,Evan Stewart,62,60000.00,1,Partial College,Professional,1,National City,Male,Single
27427,Mason Young,61,70000.00,1,Partial College,Professional,2,Santa Monica,Male,Single
27428,Paige Foster,67,40000.00,1,Partial High School,Skilled Manual,2,Royal Oak,Female,Single
27429,Stephanie Ward,66,40000.00,1,Partial High School,Skilled Manual,3,Westminster,Female,Single
27430,Stephanie Young,67,60000.00,1,Partial College,Professional,2,Bremerton,Female,Married
27431,Ethan Jenkins,60,60000.00,1,Partial College,Professional,2,Oregon City,Male,Single
27432,Craig Ruiz,61,60000.00,1,Partial College,Professional,1,Chula Vista,Male,Single
27433,Barry Garcia,66,60000.00,1,Partial College,Professional,1,Colma,Male,Single
27434,David Patterson,68,70000.00,2,Partial College,Professional,1,Lincoln Acres,Male,Single
27435,Alexandra Johnson,66,70000.00,2,Partial College,Professional,1,Mill Valley,Female,Married
27436,Carmen Mehta,60,60000.00,1,High School,Professional,2,Cliffside,Female,Single
27437,Gabriella Reed,66,60000.00,1,High School,Professional,2,Metchosin,Female,Single
27438,Alejandro Shan,65,60000.00,1,Partial College,Professional,1,Bellflower,Male,Married
27439,Chase Ramirez,63,70000.00,1,High School,Professional,2,Glendale,Male,Single
27440,Trinity Howard,63,70000.00,1,Partial High School,Skilled Manual,2,Olympia,Female,Single
27441,Jose Ross,64,60000.00,1,High School,Professional,2,Shawnee,Male,Married
27442,Janelle Raman,63,60000.00,1,High School,Professional,2,Colma,Female,Married
27443,Jessica Jackson,63,60000.00,1,Partial High School,Skilled Manual,2,Novato,Female,Single
27444,Kayla Martinez,48,70000.00,5,Graduate Degree,Professional,2,Walla Walla,Female,Married
27445,Shaun Tang,47,70000.00,5,Graduate Degree,Professional,2,Colma,Male,Married
27446,Tyler Jones,41,80000.00,0,Graduate Degree,Professional,0,Santa Monica,Male,Single
27447,Miranda Hayes,47,80000.00,0,Graduate Degree,Professional,0,Woodland Hills,Female,Married
27448,Marc Romero,51,40000.00,0,Bachelors,Professional,1,Chandler,Male,Single
27449,Bryan Cox,48,80000.00,0,Bachelors,Management,1,San Carlos,Male,Single
27450,Abigail Ross,48,100000.00,0,Bachelors,Management,2,Walla Walla,Female,Married
27451,Thomas Washington,49,100000.00,0,Bachelors,Management,2,Langford,Male,Single
27452,Evan Watson,49,120000.00,1,Bachelors,Management,3,Woodland Hills,Male,Single
27453,Carson Henderson,47,80000.00,3,Bachelors,Management,0,Coronado,Male,Single
27454,Benjamin Wang,43,90000.00,4,Bachelors,Management,1,Langley,Male,Married
27455,Brianna Jenkins,47,100000.00,0,Bachelors,Management,3,Lebanon,Female,Single
27456,Jackson Hughes,49,100000.00,0,Bachelors,Management,3,Marysville,Male,Married
27457,Elizabeth Walker,49,100000.00,0,Bachelors,Management,3,Oregon City,Female,Single
27458,Roger Liang,43,110000.00,1,Bachelors,Management,3,Berkeley,Male,Married
27459,Kevin Kumar,42,130000.00,0,Graduate Degree,Management,2,Burbank,Male,Married
27460,Grant Goel,42,130000.00,0,Graduate Degree,Management,3,Chula Vista,Male,Single
27461,Arianna Coleman,37,40000.00,0,High School,Skilled Manual,2,Yakima,Female,Single
27462,Xavier Rodriguez,38,40000.00,0,Partial College,Skilled Manual,1,Bellflower,Male,Single
27463,Rachel Morgan,37,40000.00,0,Partial College,Skilled Manual,1,Chula Vista,Female,Single
27464,Jacquelyn Torres,72,20000.00,0,High School,Skilled Manual,2,Port Macquarie,Female,Married
27465,Seth Garcia,38,30000.00,0,Partial College,Skilled Manual,1,Woodburn,Male,Single
27466,Abigail Murphy,39,30000.00,0,Partial College,Skilled Manual,1,Yakima,Female,Single
27467,Jackson Coleman,38,60000.00,0,Partial College,Skilled Manual,2,Coronado,Male,Married
27468,Robert Powell,37,60000.00,0,Partial College,Skilled Manual,2,El Cajon,Male,Married
27469,Anne Gill,70,30000.00,0,Partial College,Clerical,2,North Sydney,Female,Single
27470,Raquel Dominguez,69,30000.00,0,Partial College,Clerical,2,Springwood,Female,Married
27471,Susan Gao,68,20000.00,1,High School,Skilled Manual,2,Perth,Female,Single
27472,Mindy Chande,68,20000.00,1,Partial High School,Clerical,2,Townsville,Female,Single
27473,Gabriel Lal,57,20000.00,1,Partial High School,Clerical,2,Warrnambool,Male,Single
27474,Alexandria Hayes,40,40000.00,0,Bachelors,Professional,2,Burien,Female,Single
27475,Alexa Bailey,40,40000.00,0,Partial College,Skilled Manual,1,Olympia,Female,Single
27476,Alexis Alexander,40,40000.00,0,Partial College,Skilled Manual,2,Bellflower,Female,Single
27477,Hunter Wright,39,40000.00,0,Partial College,Skilled Manual,2,Berkeley,Male,Single
27478,Sheila Alvarez,40,60000.00,0,Partial College,Skilled Manual,2,Chula Vista,Female,Married
27479,Kaitlyn Sanders,40,60000.00,0,Partial College,Skilled Manual,2,Glendale,Female,Single
27480,Chloe Parker,41,70000.00,0,Partial College,Skilled Manual,2,Lincoln Acres,Female,Single
27481,Oscar Gonzales,40,70000.00,0,Partial College,Skilled Manual,2,San Gabriel,Male,Single
27482,Gary Diaz,62,10000.00,1,Partial High School,Clerical,2,Coffs Harbour,Male,Married
27483,Thomas Shan,61,20000.00,1,Partial High School,Clerical,2,Hervey Bay,Male,Married
27484,Kristen Zhang,67,20000.00,1,Partial High School,Clerical,2,Melbourne,Female,Single
27485,Nina Tang,60,20000.00,1,Partial High School,Clerical,2,Milsons Point,Female,Single
27486,Mathew Gill,60,20000.00,1,Partial High School,Clerical,2,Lavender Bay,Male,Single
27487,Cedric Guo,53,20000.00,1,Partial High School,Clerical,2,Springwood,Male,Married
27488,Sheila Munoz,65,20000.00,1,Partial High School,Clerical,2,Rhodes,Female,Married
27489,Haley Hall,64,20000.00,1,Partial High School,Clerical,2,Warrnambool,Female,Single
27490,Natasha Martin,65,20000.00,1,Partial High School,Clerical,2,Warrnambool,Female,Single
27491,Maurice Luo,65,20000.00,1,Partial High School,Clerical,4,Matraville,Male,Married
27492,Clayton Lin,64,30000.00,0,High School,Skilled Manual,2,Melbourne,Male,Married
27493,Barbara Zheng,63,30000.00,0,High School,Skilled Manual,2,South Melbourne,Female,Married
27494,Virginia Perez,57,40000.00,0,Partial College,Skilled Manual,2,Silverwater,Female,Single
27495,Nina Luo,62,40000.00,0,Partial High School,Clerical,2,Rhodes,Female,Single
27496,Stanley Suri,57,40000.00,0,Partial High School,Clerical,2,Melbourne,Male,Single
27497,Johnathan Rana,62,40000.00,0,Partial High School,Clerical,2,Coffs Harbour,Male,Single
27498,Marie Ruiz,49,80000.00,0,Partial College,Skilled Manual,2,Newcastle,Female,Single
27499,Barbara Kumar,60,80000.00,0,Partial College,Skilled Manual,2,Rhodes,Female,Married
27500,Luis Hill,55,80000.00,0,Partial College,Skilled Manual,2,Melton,Male,Single
27501,Darren Alonso,56,80000.00,0,Partial College,Skilled Manual,2,Lavender Bay,Male,Married
27502,Tyler Thompson,41,40000.00,0,Partial College,Skilled Manual,2,Westminster,Male,Single
27503,Warren Shen,41,40000.00,0,Partial College,Skilled Manual,2,Chicago,Male,Single
27504,Rebecca Lopez,40,40000.00,0,High School,Skilled Manual,2,Lake Oswego,Female,Single
27505,Bonnie Skelly,41,40000.00,0,High School,Skilled Manual,2,Burlingame,Female,Single
27506,Carla Srini,42,40000.00,0,High School,Skilled Manual,2,Burlingame,Female,Married
27507,Valerie Li,43,40000.00,0,High School,Skilled Manual,2,Colma,Female,Married
27508,James Edwards,43,60000.00,0,Partial College,Skilled Manual,2,Berkeley,Male,Single
27509,Zachary Johnson,41,60000.00,0,Partial College,Professional,2,Yakima,Male,Single
27510,Cole Bailey,40,60000.00,0,Partial College,Professional,2,Burlingame,Male,Single
27511,Bethany Goel,44,80000.00,0,High School,Skilled Manual,2,Port Macquarie,Female,Single
27512,Joe Lopez,61,80000.00,0,High School,Skilled Manual,2,Rhodes,Male,Single
27513,Cara Zheng,60,70000.00,0,High School,Skilled Manual,2,Sunbury,Female,Single
27514,Daisy Navarro,60,70000.00,0,High School,Skilled Manual,2,Bendigo,Female,Single
27515,Keith Becker,59,100000.00,0,Bachelors,Management,3,Coffs Harbour,Male,Single
27516,Charles Murphy,53,100000.00,1,Bachelors,Management,3,Sydney,Male,Single
27517,Jessie Xu,58,100000.00,1,Bachelors,Management,3,Bendigo,Male,Married
27518,Stefanie Perez,58,100000.00,1,Bachelors,Management,3,South Melbourne,Female,Married
27519,Alejandro Li,58,110000.00,1,Bachelors,Management,4,Matraville,Male,Single
27520,Francis Navarro,58,110000.00,1,Bachelors,Management,4,Perth,Male,Single
27521,Gabriel Foster,42,80000.00,0,Bachelors,Management,1,Chula Vista,Male,Single
27522,Madeline Carter,42,50000.00,0,High School,Professional,2,Metchosin,Female,Married
27523,Kayla Martin,42,50000.00,0,High School,Professional,2,Bellingham,Female,Single
27524,Denise Suri,41,50000.00,0,Partial High School,Skilled Manual,2,Burien,Female,Single
27525,Ariana Sanders,43,60000.00,0,Partial College,Professional,2,Edmonds,Female,Married
27526,Ramon Ma,42,60000.00,0,Partial College,Professional,2,Beverly Hills,Male,Married
27527,Tina Sanchez,38,120000.00,2,Bachelors,Management,3,Concord,Female,Single
27528,Jade Stewart,45,130000.00,1,Graduate Degree,Management,4,Los Angeles,Female,Married
27529,Rachel White,51,130000.00,1,Graduate Degree,Management,4,San Carlos,Female,Married
27530,Maria Ross,60,70000.00,0,Partial High School,Skilled Manual,2,Spring Valley,Female,Married
27531,Abigail Bailey,46,40000.00,0,Bachelors,Professional,1,Renton,Female,Single
27532,Kaitlyn Flores,47,60000.00,4,Bachelors,Skilled Manual,2,Lynnwood,Female,Single
27533,Allison Perez,53,60000.00,4,Bachelors,Skilled Manual,2,Bellflower,Female,Married
27534,Candace Chapman,51,60000.00,4,Bachelors,Skilled Manual,3,Burlingame,Female,Single
27535,Ian Cook,52,60000.00,5,Bachelors,Skilled Manual,3,San Francisco,Male,Single
27536,Victoria Wilson,41,60000.00,2,Bachelors,Skilled Manual,2,Victoria,Female,Married
27537,Amanda Bryant,47,70000.00,2,Bachelors,Professional,2,Oakland,Female,Married
27538,José Jackson,55,70000.00,2,Bachelors,Professional,2,Beaverton,Male,Married
27539,Samuel Winston,47,70000.00,0,Bachelors,Professional,1,Colma,Male,Single
27540,Jacqueline Butler,47,70000.00,0,Bachelors,Professional,1,Glendale,Female,Single
27541,Samantha Martin,47,70000.00,0,Bachelors,Professional,1,Novato,Female,Single
27542,Jessica Rivera,54,70000.00,0,Bachelors,Professional,1,Everett,Female,Married
27543,Katherine Griffin,54,70000.00,0,Bachelors,Professional,1,Oakland,Female,Married
27544,Marissa Hayes,54,60000.00,0,Partial College,Skilled Manual,1,Berkeley,Female,Married
27545,Lucas Garcia,49,60000.00,0,Partial College,Skilled Manual,1,Langley,Male,Married
27546,Jackson Ross,56,40000.00,2,High School,Skilled Manual,2,Lakewood,Male,Single
27547,Kevin Hill,55,40000.00,2,High School,Skilled Manual,2,Torrance,Male,Married
27548,Mason Green,45,60000.00,0,Partial College,Skilled Manual,1,Ballard,Male,Married
27549,Hunter Johnson,55,60000.00,0,Partial College,Skilled Manual,1,Walla Walla,Male,Married
27550,Marcus Blue,43,60000.00,0,Partial College,Skilled Manual,1,Westminster,Male,Single
27551,Antonio Long,48,60000.00,0,Partial College,Skilled Manual,1,Corvallis,Male,Married
27552,Shannon Guo,49,60000.00,0,Graduate Degree,Professional,1,Coronado,Female,Single
27553,Julia Sanders,48,60000.00,0,Graduate Degree,Professional,1,San Carlos,Female,Single
27554,Jordyn West,50,60000.00,0,Partial College,Skilled Manual,1,La Jolla,Female,Married
27555,Isabella Alexander,55,60000.00,0,Partial College,Skilled Manual,1,Torrance,Female,Married
27556,Amanda Cox,56,60000.00,0,Partial College,Skilled Manual,1,W. Linn,Female,Married
27557,Richard Thomas,55,60000.00,0,Partial College,Skilled Manual,1,Metchosin,Male,Married
27558,Caleb Kumar,56,60000.00,0,Partial College,Skilled Manual,1,Sedro Woolley,Male,Married
27559,Emily Rodriguez,50,60000.00,0,Partial College,Skilled Manual,1,Spokane,Female,Married
27560,Grace Patterson,56,60000.00,0,Partial College,Skilled Manual,1,Oak Bay,Female,Married
27561,Kimberly Brooks,58,60000.00,4,Bachelors,Professional,0,West Covina,Female,Single
27562,Haley Bailey,53,60000.00,4,Bachelors,Professional,1,Vancouver,Female,Married
27563,Devin Bennett,58,60000.00,4,Bachelors,Professional,1,W. Linn,Male,Married
27564,Kevin Lal,57,60000.00,3,Bachelors,Professional,0,Burbank,Male,Single
27565,Kayla Wood,58,60000.00,3,Bachelors,Professional,0,Downey,Female,Married
27566,Tristan Long,57,60000.00,3,Bachelors,Professional,0,Torrance,Male,Married
27567,Miranda Foster,57,60000.00,3,Bachelors,Professional,0,Sedro Woolley,Female,Married
27568,Miguel Evans,51,70000.00,0,Graduate Degree,Professional,1,Milwaukie,Male,Single
27569,Jocelyn Wood,51,70000.00,0,Graduate Degree,Professional,1,Woodland Hills,Female,Single
27570,Natasha Navarro,45,80000.00,0,Graduate Degree,Professional,0,Burien,Female,Single
27571,Shannon Gao,40,80000.00,0,Graduate Degree,Professional,0,Colma,Female,Married
27572,Isaiah Carter,46,80000.00,0,Partial College,Skilled Manual,1,El Cajon,Male,Married
27573,Hunter Lal,58,80000.00,0,Partial College,Skilled Manual,1,Torrance,Male,Married
27574,Madeline Hill,47,80000.00,0,Partial College,Skilled Manual,1,Santa Monica,Female,Married
27575,Emma Wilson,52,60000.00,2,Bachelors,Professional,0,Burbank,Female,Single
27576,Caroline Gonzales,52,60000.00,0,Bachelors,Professional,1,Milwaukie,Female,Married
27577,Patrick Cook,57,60000.00,0,Bachelors,Professional,1,Port Orchard,Male,Single
27578,Courtney Carter,56,60000.00,0,Bachelors,Professional,1,Lakewood,Female,Married
27579,Bruce Suarez,59,70000.00,4,Graduate Degree,Professional,2,Chula Vista,Male,Married
27580,Krista Blanco,47,80000.00,4,Graduate Degree,Management,0,Sydney,Female,Married
27581,Phillip Kapoor,47,80000.00,4,Graduate Degree,Management,0,Hervey Bay,Male,Married
27582,Latoya Nath,47,90000.00,0,Bachelors,Professional,0,Brisbane,Female,Single
27583,Calvin Xu,47,90000.00,0,Bachelors,Professional,0,Cloverdale,Male,Married
27584,Tina Malhotra,41,90000.00,0,Bachelors,Professional,0,South Melbourne,Female,Single
27585,Candace Subram,41,90000.00,0,Bachelors,Professional,0,Hobart,Female,Married
27586,Jenny She,48,60000.00,2,Bachelors,Professional,1,Coffs Harbour,Female,Married
27587,Cara Li,49,60000.00,2,Bachelors,Professional,1,Silverwater,Female,Single
27588,Virginia Chandra,48,70000.00,5,Bachelors,Professional,3,Lavender Bay,Female,Single
27589,Derek Yuan,44,60000.00,2,Bachelors,Professional,1,Wollongong,Male,Single
27590,Dominic Lopez,50,60000.00,2,Bachelors,Professional,1,Melbourne,Male,Married
27591,Gerald Serrano,49,70000.00,5,Bachelors,Professional,3,Darlinghurst,Male,Married
27592,Hector Ruiz,49,70000.00,5,Bachelors,Professional,3,Newcastle,Male,Single
27593,Jorge Lin,44,70000.00,5,Bachelors,Professional,4,Darlinghurst,Male,Married
27594,Nicolas Andersen,50,80000.00,5,Graduate Degree,Management,3,North Sydney,Male,Single
27595,Jamie Wu,50,80000.00,5,Graduate Degree,Management,3,Malabar,Female,Married
27596,Edgar Raman,45,80000.00,5,Bachelors,Professional,3,Caloundra,Male,Married
27597,Carl Jai,50,90000.00,0,Bachelors,Professional,0,Townsville,Male,Single
27598,Marco Gonzalez,51,90000.00,0,Bachelors,Professional,0,Warrnambool,Male,Single
27599,Cory Subram,51,90000.00,0,Bachelors,Professional,0,Sunbury,Male,Married
27600,Destiny Sanchez,63,60000.00,1,Partial High School,Skilled Manual,2,Spring Valley,Female,Single
27601,Sydney Rogers,50,60000.00,1,Partial High School,Skilled Manual,3,Burbank,Female,Single
27602,Wyatt Campbell,63,60000.00,1,Partial High School,Skilled Manual,3,Langley,Male,Single
27603,Mya Barnes,60,70000.00,0,Partial High School,Skilled Manual,2,Novato,Female,Married
27604,Richard Brooks,58,60000.00,0,High School,Professional,2,Port Orchard,Male,Married
27605,Miguel Martinez,47,60000.00,0,High School,Professional,2,Sedro Woolley,Male,Married
27606,Courtney Edwards,58,70000.00,1,Partial College,Professional,0,Milwaukie,Female,Single
27607,Joshua Martin,60,80000.00,0,Partial High School,Skilled Manual,2,Metchosin,Male,Married
27608,Hector Hernandez,55,80000.00,0,Partial High School,Skilled Manual,2,Bellingham,Male,Married
27609,Audrey Alonso,55,80000.00,0,Partial High School,Skilled Manual,2,Beverly Hills,Female,Married
27610,Jeremy Washington,61,80000.00,0,Partial High School,Skilled Manual,2,Spring Valley,Male,Single
27611,Jack Edwards,58,60000.00,0,High School,Professional,2,El Cajon,Male,Married
27612,Lucas Hill,42,60000.00,0,High School,Professional,2,Berkeley,Male,Married
27613,Alexia Washington,48,60000.00,0,High School,Professional,2,Oak Bay,Female,Single
27614,Warren Ye,58,60000.00,0,High School,Professional,2,Bellingham,Male,Married
27615,Maria Henderson,50,120000.00,2,Bachelors,Management,4,La Jolla,Female,Married
27616,Emma Brown,48,120000.00,2,Bachelors,Management,4,Lemon Grove,Female,Single
